Area,Value,Room,Living,School,Year,Floor
147,590,3,2,1,2001,15
161,920,4,2,1,2003,5
41,120,1,1,1,1983,6
135,390,3,2,0,2005,2
52,195,2,1,0,1990,4
53,240,2,1,1,1987,6
84,440,2,1,0,1997,9
36,115,1,0,0,2003,11
67,252,2,1,1,1998,6
72,243,2,1,0,1990,18
132,300,3,2,1,2008,12
57,205,2,1,1,1987,6
53,189,2,1,0,1970,6
66,330,2,1,1,1990,18
52,176,1,1,0,2006,11
70,210,2,1,1,1995,6
58,209,2,1,0,1990,6
75,290,2,1,0,1995,6
141,450,3,2,1,1995,6
66,128,2,1,0,1992,6
70,230,2,1,0,1999,6
103,310,2,1,1,2002,18
55,350,1,1,1,1991,10
58,285,1,1,1,2003,18
74,240,2,1,0,2004,10
57,240,3,1,0,1979,5
60,400,3,1,0,1984,6
109,200,2,1,1,2006,7
84,363,2,2,0,2002,26
66,420,1,1,0,2005,22
74,235,2,1,0,1995,12
126,265,3,2,1,2004,12
94,210,2,2,0,2009,14
71,138,1,1,0,2008,16
99,430,3,1,1,1990,21
62,330,2,1,1,1993,6
75,170,1,1,1,2001,17
76,245,2,1,1,2005,6
103,225,2,1,1,2000,6
55,350,2,1,1,1984,6
118,318,3,1,1,2006,6
101,270,3,2,0,1994,18
98,305,3,1,0,1998,24
62,335,2,1,1,1989,1
39,258,1,1,1,1988,12
67,155,1,1,1,1997,24
112,620,2,2,0,2003,17
88,481,1,2,0,2005,19
91,205,2,1,1,2011,35
47,190,1,1,1,1988,5
66,320,2,1,0,1994,1
79,220,2,1,0,2005,6
97,230,2,2,1,2001,24
74,140,2,1,0,2003,6
91,320,2,1,1,2001,24
124,205,3,2,0,2001,6
180,620,3,2,0,1997,26
92,245,3,2,1,1996,7
73,400,2,1,1,1990,20
110,490,2,1,1,2003,6
89,510,3,1,1,1998,10
86,310,2,1,0,2001,22
520,3500,5,3,0,2004,24
51,175,2,1,1,1993,6
177,1150,3,2,1,2000,15
90,300,2,1,1,2007,18
54,230,1,0,0,2000,25
151,855,3,2,1,2003,18
72,410,2,1,0,2003,6
83,525,2,2,1,1990,6
150,900,3,2,1,2006,8
67,218,2,1,1,1997,6
173,445,4,2,0,2002,6
55,190,2,1,0,2012,16
96,440,2,1,0,2004,22
94,197,2,1,1,1995,6
60,350,2,1,0,1980,6
59,245,2,1,1,1996,6
59,245,1,1,0,1994,17
119,740,3,1,1,2013,26
104,245,2,1,0,2008,21
105,480,2,1,1,1996,14
177,1050,3,2,0,2000,16
43,200,1,1,0,1980,14
33,112,1,1,0,2000,4
131,420,2,1,0,2000,24
44,185,1,1,1,1993,16
130,630,3,2,0,2004,9
87,265,2,1,1,2009,1
228,395,5,1,1,2003,7
135,400,3,2,1,2010,15
83,230,2,1,1,2000,22
105,248,2,1,0,2010,17
114,250,2,2,1,2004,7
128,205,3,1,1,2003,6
97,338,2,1,0,2000,24
62,220,2,1,0,1993,6
140,500,3,2,1,2012,1
42,230,1,1,1,1995,6
104,495,2,1,1,2002,12
103,340,2,1,1,2006,9
121,400,3,2,1,2001,24
58,290,2,1,1,1990,6
65,235,1,1,0,2002,26
93,300,2,1,0,2006,12
94,355,3,1,1,1995,6
70,335,3,1,1,1984,16
149,510,3,2,1,2001,23
62,170,2,1,1,1993,6
123,650,3,2,0,1996,14
90,430,2,1,1,1998,27
144,540,3,2,0,2005,27
96,230,2,2,1,2001,24
75,170,2,1,1,1999,6
154,345,3,2,0,2007,11
138,450,2,2,0,2002,30
143,540,3,2,1,2000,29
42,225,1,1,0,2006,19
63,285,2,1,1,1991,16
118,260,2,1,0,2000,13
140,800,3,2,1,2005,21
69,190,1,1,1,1995,16
53,220,1,1,1,2002,18
92,465,2,1,1,2002,22
65,230,1,1,1,2000,27
52,235,2,1,1,1970,6
60,295,2,1,1,1986,16
86,410,2,1,0,2005,14
122,360,3,2,0,2006,15
43,115,1,1,0,2012,23
159,800,3,2,1,2010,8
72,180,1,1,0,2002,25
78,390,3,1,1,1984,6
77,215,1,1,0,2005,6
113,260,2,2,1,2002,5
67,210,1,1,0,2004,23
249,340,3,1,0,2005,7
87,170,1,1,1,2006,2
77,340,2,1,1,1992,18
125,232,3,2,1,2007,6
55,140,1,1,0,2007,24
61,165,2,1,1,1994,6
73,130,2,1,0,1996,6
195,920,3,2,1,2000,7
69,215,3,1,1,1987,6
45,185,1,1,0,1998,7
64,180,2,1,1,1989,6
136,230,3,1,0,2004,6
68,245,3,1,1,1983,6
93,528,2,1,1,2001,14
135,320,3,2,1,2005,12
132,650,3,2,0,1999,5
58,490,2,1,0,1990,6
147,565,3,2,0,2000,33
94,225,2,1,0,1999,6
38,150,1,1,1,1988,6
115,455,2,2,1,1999,24
51,278,2,1,1,1977,5
105,240,2,1,1,2005,28
156,400,4,2,1,2003,6
84,285,2,1,1,1997,14
80,190,3,1,0,1997,6
60,335,2,1,1,1990,6
96,410,2,1,0,2002,18
93,330,2,2,0,1982,24
61,185,2,1,1,1995,6
81,358,2,1,1,1988,19
104,395,2,2,1,2005,11
69,300,1,2,1,2007,24
106,172,3,2,0,1998,6
83,195,2,1,0,2013,0
151,700,3,2,0,2004,7
153,230,4,1,0,2002,7
117,410,3,2,0,1998,18
66,175,1,1,1,1998,18
82,189,2,1,1,1999,6
62,315,2,1,1,1975,6
286,1400,4,2,1,2009,4
135,205,3,1,1,2003,15
131,680,3,2,0,2002,27
58,150,1,1,1,2000,22
57,203,2,1,1,1987,6
68,200,2,1,0,1994,6
91,520,2,2,1,2005,14
87,350,3,1,1,1997,6
47,198,1,0,1,2004,26
72,204,1,1,0,2003,25
63,300,1,1,0,2003,16
70,430,2,1,1,1995,28
90,300,2,1,1,2003,16
130,310,3,2,0,2004,6
85,360,3,1,1,1990,8
69,275,3,1,1,1989,6
165,875,3,2,0,2002,11
97,330,2,2,1,2008,6
44,138,1,1,0,2011,17
145,420,3,2,0,1999,30
113,450,2,2,0,2007,17
124,510,2,2,1,1999,19
58,210,1,1,1,1996,24
65,405,2,2,0,1999,12
57,310,2,1,0,1981,5
112,195,2,2,0,2005,6
254,610,5,1,0,2000,2
106,230,3,2,0,2011,12
57,260,1,1,1,2004,6
314,1660,9,2,1,1997,4
48,160,1,1,0,2006,23
31,220,1,1,1,2002,20
108,532,2,2,0,1990,16
131,680,3,2,0,2002,27
47,190,1,1,1,1988,5
45,215,2,1,1,1976,6
110,375,2,1,1,2000,28
51,350,2,1,1,1979,6
100,470,2,1,0,2000,9
102,375,2,1,0,1999,24
111,360,4,2,1,2012,20
50,135,1,2,0,2004,12
47,272,2,1,1,1981,6
55,130,2,1,1,1988,6
111,208,3,2,1,2002,6
97,460,2,2,1,2000,28
60,240,2,1,1,1986,16
34,85,1,1,0,1974,4
95,190,2,2,1,2010,10
87,170,2,1,1,2004,6
109,315,2,2,1,2004,25
126,260,2,2,0,2004,13
54,195,2,1,0,1988,6
152,540,3,1,0,2000,26
115,278,3,2,1,2000,6
65,169,1,1,0,2013,18
88,265,1,1,1,2001,24
180,620,3,2,0,1997,26
57,205,2,1,1,1987,6
66,515,2,1,1,1980,4
83,315,2,1,0,1997,7
75,175,1,1,0,2008,21
94,205,3,2,1,1014,32
62,215,1,1,1,2000,15
89,190,2,2,0,2001,6
35,108,1,0,0,2000,21
50,152,2,1,0,1982,6
68,305,2,1,1,1995,6
93,220,2,1,1,2002,32
278,498,5,2,0,2000,4
93,344,2,1,1,2005,21
85,270,2,1,1,2003,6
83,195,2,1,1,2012,20
151,999,3,2,1,2004,18
67,130,2,1,1,1993,6
214,600,5,2,0,2004,5
62,300,2,1,1,1985,16
111,218,2,2,1,2005,12
98,220,2,1,0,2005,6
148,510,3,2,1,2004,19
112,288,3,2,1,2004,6
91,275,2,1,0,1980,14
81,380,3,1,1,1981,6
130,398,3,2,1,2005,11
29,105,1,0,0,2001,23
113,470,2,2,0,2002,32
119,235,2,1,0,2001,6
46,180,1,1,0,2003,12
62,225,2,1,0,1994,6
166,330,4,2,1,2002,7
41,205,1,1,1,1986,6
100,255,2,1,1,1999,11
65,205,1,1,1,2003,11
91,290,3,1,1,1992,21
51,180,2,2,0,2012,16
57,205,2,1,0,2011,14
66,200,1,1,0,1995,24
68,305,2,1,1,1995,6
91,195,2,2,1,2005,14
97,420,2,2,1,2006,9
107,195,3,2,1,2001,6
122,266,4,2,1,1999,7
97,220,2,1,0,2002,7
134,520,3,2,1,2000,18
110,550,2,2,1,1998,20
145,600,3,1,0,2002,30
204,560,3,2,0,1996,22
128,325,3,2,1,2002,6
133,480,2,2,0,2005,22
206,455,1,0,0,2005,30
73,268,2,1,1,1993,15
122,280,3,2,1,2000,6
60,170,1,1,1,2007,19
75,220,2,1,0,1995,16
65,185,1,0,0,2003,29
102,353,2,1,0,2003,22
108,360,2,2,1,2000,15
58,270,2,1,1,1982,6
58,295,2,1,0,1991,16
48,150,2,1,0,2012,16
53,265,1,1,1,2008,6
90,395,2,2,0,2005,14
90,260,2,1,1,2000,12
74,440,3,1,1,1988,20
66,155,2,1,0,1986,11
145,660,3,2,0,2000,31
99,430,3,1,1,1990,21
435,3500,6,2,0,2010,2
125,468,3,2,0,2006,21
140,440,3,2,0,2004,10
48,240,1,0,0,2007,18
103,310,2,1,1,2002,18
46,280,1,1,1,1995,6
124,490,2,1,1,1998,14
104,240,2,1,1,1998,18
76,600,3,1,1,1991,6
67,220,2,1,1,1996,6
101,315,3,2,0,1995,18
139,300,3,2,0,2000,29
31,120,1,1,0,2010,12
65,140,1,1,0,2004,6
93,190,2,2,0,2003,6
133,235,3,1,1,2012,12
73,245,3,1,1,1993,18
56,175,2,1,0,1995,6
163,660,2,2,0,1999,24
104,340,2,1,0,2003,21
85,235,2,1,0,2007,0
80,170,2,1,1,2005,3
120,345,3,1,1,2004,6
123,236,3,2,1,1999,6
84,290,2,1,0,2006,24
36,130,1,0,0,2005,6
74,420,3,1,1,1988,6
72,330,2,1,0,1979,12
156,530,3,2,0,1999,9
63,200,1,1,0,2007,21
80,200,1,1,0,2010,10
68,83,1,1,1,2011,7
98,300,2,1,1,2005,21
220,700,4,1,0,1995,15
61,360,2,1,1,1980,6
123,430,2,2,1,2003,11
91,615,2,1,1,2012,24
63,160,1,1,0,2002,6
74,305,1,1,1,2001,18
59,260,3,1,1,1988,6
39,110,1,0,0,2012,7
78,265,2,1,1,1998,9
440,3500,3,2,0,2008,13
56,150,2,1,1,1980,6
58,285,2,1,0,1995,6
61,128,1,1,0,2006,6
83,200,2,1,1,1999,6
100,350,2,2,1,2007,6
91,210,3,2,1,2004,12
175,490,3,2,1,1996,18
76,320,3,1,0,1980,6
87,310,2,1,1,2009,18
59,260,3,1,1,1988,6
43,270,1,1,0,1986,11
97,300,2,2,1,1998,18
40,215,1,1,1,1992,7
48,230,2,0,1,1974,5
133,525,3,2,1,2000,24
64,265,2,1,0,1990,21
271,950,3,2,0,2002,3
110,260,3,2,1,2003,6
63,240,2,1,1,1986,16
100,570,2,1,1,2000,18
72,315,1,1,1,2011,25
87,240,2,2,1,2003,18
68,280,2,1,1,1999,6
61,285,1,1,1,2006,19
103,279,2,2,0,2011,19
107,195,3,2,1,2001,6
87,270,2,1,0,2000,6
87,370,3,1,1,1993,21
162,480,2,1,0,1994,12
115,460,2,1,0,1998,14
60,198,2,1,1,1992,6
126,750,2,2,1,2000,15
77,380,3,1,1,1995,6
152,499,3,2,1,2009,9
80,320,2,1,0,2007,12
142,620,3,1,1,1999,24
55,260,2,1,0,1994,6
140,265,4,2,0,2002,6
97,420,2,1,1,2007,22
83,450,2,2,1,2000,6
52,330,2,1,1,1980,6
64,160,2,1,1,1989,14
128,520,3,2,1,2006,9
101,610,2,2,0,2011,27
41,145,2,1,0,2000,7
93,340,2,1,1,1990,26
103,275,2,2,0,2003,6
68,280,2,1,1,1999,6
103,165,2,2,0,1999,6
90,165,2,2,1,2002,6
96,450,2,2,0,2000,28
87,350,3,1,1,1997,6
33,112,1,1,0,2000,4
58,176,2,1,1,1992,6
118,325,3,2,0,2004,15
91,200,2,1,1,1994,6
104,660,3,1,1,1993,6
40,220,1,1,1,1991,20
122,252,2,2,0,2005,6
50,170,2,1,0,2010,13
132,660,3,2,1,2000,28
41,150,1,1,1,1985,6
114,450,2,2,1,2000,13
130,580,2,2,0,2005,31
51,138,2,1,1,1999,7
244,850,4,2,1,1995,14
50,170,2,1,0,1982,6
60,155,2,1,1,1990,6
32,128,1,1,1,2003,10
70,326,3,1,1,1985,6
58,186,1,1,1,2006,27
105,280,2,2,0,2008,12
99,500,2,2,1,2005,21
67,180,1,1,1,1997,5
141,581,3,2,0,1992,16
66,240,2,1,0,1988,18
44,125,1,1,0,1994,6
124,310,2,2,0,2007,8
62,358,2,1,1,1989,16
119,255,3,2,1,2001,6
81,358,2,1,1,1988,19
45,153,1,1,0,1994,6
61,160,2,1,1,1993,6
60,190,2,1,1,1998,6
58,245,2,1,0,1986,6
63,225,3,1,0,1989,6
153,950,3,2,1,2005,22
84,550,3,1,1,1980,22
100,195,3,1,1,1999,6
68,215,1,1,0,2002,25
43,105,1,0,0,2005,11
97,145,2,1,0,1996,8
98,430,2,1,1,2000,28
59,210,1,1,0,1997,28
90,390,3,1,0,1976,5
73,229,2,1,1,2007,20
79,198,2,1,1,2004,6
63,230,2,1,1,1993,6
65,380,2,1,1,1990,0
104,210,2,1,0,2008,21
116,380,3,2,0,2000,24
92,520,3,1,1,1995,6
179,370,3,1,0,2001,12
112,330,2,1,0,2001,6
51,175,1,0,1,2008,32
77,210,2,1,0,2000,20
135,820,2,2,0,2000,31
127,340,3,2,1,2005,9
51,116,1,0,0,2011,19
108,350,2,1,0,2006,24
89,550,2,1,1,2004,17
96,390,2,1,0,2004,14
152,526,2,2,1,2000,32
83,175,2,1,1,2000,6
75,345,2,1,0,2001,6
69,365,2,1,1,1999,16
177,420,3,2,0,2001,7
48,175,1,1,0,1980,24
100,350,2,2,0,2004,6
101,399,3,2,0,1996,6
80,200,2,1,1,2005,17
126,520,3,2,0,2006,12
60,198,2,1,1,1992,6
66,260,2,1,0,1980,6
57,200,2,1,0,1983,6
121,270,3,2,1,2003,6
35,175,1,1,1,2002,20
80,333,4,1,0,1986,6
97,460,2,1,1,2000,16
54,165,2,1,1,1987,6
57,205,2,1,1,1987,6
104,355,2,1,0,2003,21
72,180,1,1,0,2002,25
117,500,3,2,0,2000,22
159,800,3,2,1,2010,8
93,300,2,1,0,2006,12
56,150,1,1,1,2007,21
102,240,2,1,0,2000,6
118,325,3,2,0,2004,15
128,495,3,1,1,1997,7
104,640,3,2,1,1994,6
43,270,1,1,0,1986,11
117,430,3,2,1,2000,22
61,218,2,1,0,1992,6
56,268,2,1,0,1992,18
176,1085,3,2,0,2004,14
64,228,1,0,1,1999,27
69,269,3,1,1,1982,15
30,130,1,0,1,1992,23
76,190,1,1,1,1995,15
66,270,1,1,1,2001,16
167,585,3,2,0,2004,24
84,440,2,1,0,1997,9
109,460,2,2,0,2008,9
162,600,4,2,0,2009,8
60,322,2,2,1,1990,6
101,470,2,1,0,2005,20
66,260,2,1,0,1980,6
92,355,2,1,1,2007,9
57,305,2,1,1,1980,6
109,460,2,2,0,2008,27
90,460,2,1,1,2003,28
187,560,4,2,1,2001,3
136,340,3,2,1,2000,7
91,217,2,1,0,2001,5
79,185,2,1,1,2003,9
111,380,3,2,1,2005,18
96,370,2,2,1,2006,27
58,185,2,1,0,2010,1
145,420,3,2,0,1999,30
101,219,2,1,0,2004,12
49,130,1,1,0,2004,24
58,170,1,0,0,2010,9
158,290,3,2,1,2003,1
97,330,2,1,1,2005,6
50,126,1,0,0,2004,10
72,324,2,1,0,1999,12
104,498,2,1,1,2000,7
95,230,2,1,0,2003,6
179,630,3,2,1,2012,6
61,210,2,1,0,1979,6
43,120,2,1,0,1988,5
73,251,2,1,0,1999,6
116,450,2,2,0,2007,5
60,240,2,1,1,1980,16
41,235,1,1,1,1993,14
128,415,3,2,0,2004,8
63,208,2,1,0,1996,6
135,475,3,2,1,2002,24
93,220,2,1,1,2002,32
42,220,1,1,1,1990,17
112,270,3,1,1,2002,9
56,225,2,1,1,1991,6
69,410,2,1,1,2001,6
77,249,3,1,0,1983,14
110,460,2,2,1,2011,6
58,138,2,1,1,1989,6
86,360,3,1,1,1998,14
118,320,2,2,0,2001,14
64,245,1,0,1,2006,19
48,150,1,0,1,2006,26
124,390,3,2,0,2003,6
83,183,2,1,0,2003,6
171,670,4,2,1,2007,11
137,590,3,2,0,1997,2
78,350,3,1,1,1984,6
106,200,2,2,1,1999,7
116,770,3,2,1,2000,18
67,175,1,1,1,1990,24
92,300,2,1,1,2005,4
93,336,2,2,0,2000,12
63,330,2,1,0,1988,18
258,750,4,2,1,1999,6
108,355,3,2,1,1999,24
43,195,2,1,0,1976,5
44,140,1,1,0,1987,6
94,230,2,1,0,1999,6
67,170,1,1,0,2000,14
87,270,2,1,0,2000,6
112,400,2,2,1,2001,11
94,275,2,2,0,2007,28
130,500,3,1,1,1996,27
28,75,1,1,0,2007,17
130,225,3,2,1,2009,6
54,155,2,1,0,1980,6
100,270,2,1,1,2003,6
49,145,1,1,1,2000,20
68,360,2,1,1,1993,6
171,790,3,2,0,2006,18
70,335,3,1,1,1984,16
37,245,1,1,1,1974,6
39,175,1,1,0,1988,6
114,240,3,2,0,2004,29
103,595,2,1,0,1999,16
59,220,2,1,0,1990,5
66,170,2,1,1,1995,6
43,115,1,0,0,2011,2
108,259,3,2,1,2005,18
151,350,4,2,0,2001,6
130,398,3,2,1,2005,11
161,310,3,1,0,2001,12
85,140,2,1,0,2001,6
165,600,3,2,0,2005,22
57,126,1,1,1,1995,6
58,200,1,1,1,2010,27
98,265,2,1,1,1998,18
74,251,2,1,0,1993,14
46,105,1,1,0,1995,6
148,300,3,2,0,2000,13
62,360,2,1,1,1984,21
59,190,2,2,0,2013,8
67,335,2,1,0,1989,20
71,348,1,1,1,2000,16
216,740,4,2,0,2012,15
56,207,2,1,1,1987,6
50,190,2,1,1,1985,5
39,107,1,0,0,2006,23
97,165,2,2,0,2010,9
87,500,3,1,1,1952,4
68,200,2,1,0,1994,6
57,209,1,1,1,2000,24
90,405,3,1,0,1986,16
69,250,2,1,1,2000,7
101,600,2,1,0,1999,18
97,720,2,1,1,1999,6
44,120,1,0,0,2011,17
96,300,2,2,1,1998,18
48,245,1,1,1,1994,7
88,325,2,2,0,2004,23
84,360,2,1,1,2005,5
89,200,1,1,0,2003,7
64,180,1,1,1,1996,6
103,350,2,1,1,2000,24
107,261,2,1,0,2004,11
81,160,2,1,1,1999,6
58,206,2,1,1,1983,6
69,251,2,1,1,2000,7
47,167,2,2,1,2012,16
80,210,1,1,0,1999,24
290,500,5,2,1,2014,9
139,1050,3,2,1,2004,6
116,203,3,2,1,1998,6
89,350,3,1,1,2012,6
126,229,3,2,1,2004,6
52,230,2,1,1,2009,18
153,810,3,2,1,2000,28
85,162,2,2,1,1999,6
106,570,2,1,0,2000,26
64,128,1,1,1,2007,6
77,226,2,1,1,1999,20
79,198,2,1,1,2004,6
51,239,2,1,0,1990,6
45,335,2,1,1,1973,6
69,250,2,1,1,2000,7
138,580,3,2,1,2003,5
104,265,2,2,1,2008,10
62,215,2,1,0,1994,19
99,380,2,1,0,1996,25
113,450,2,2,0,2007,17
69,190,1,1,1,1995,16
71,320,2,1,1,2003,6
151,920,3,2,1,2000,18
65,260,3,2,0,2012,20
47,130,1,1,1,1993,6
50,175,2,1,0,1988,6
84,170,2,1,1,1992,6
63,175,1,1,1,2001,25
70,205,3,1,0,1990,6
72,340,2,1,1,1997,16
186,900,3,2,1,2000,18
104,285,2,2,0,2000,10
92,600,2,1,1,2007,22
53,125,2,1,1,1977,5
53,153,1,1,0,1995,6
44,169,1,1,1,2006,30
126,265,3,2,1,2004,12
91,210,3,2,1,2004,12
157,240,3,2,0,1999,5
77,144,2,1,1,1994,6
142,580,3,2,0,1998,25
64,220,2,1,1,1993,9
104,285,2,2,0,2000,10
70,415,1,1,0,2001,26
117,450,3,2,1,2011,26
87,270,2,1,0,2000,6
46,180,2,1,0,2011,17
117,450,2,1,0,1998,22
85,220,2,1,0,2005,24
79,198,2,1,1,2004,6
70,185,2,1,0,1998,6
31,75,1,0,1,2000,11
58,245,2,1,1,1993,6
84,290,2,1,0,2006,24
95,187,2,1,1,2010,10
72,180,2,1,0,1996,7
50,150,1,1,0,2004,11
107,260,2,1,1,2004,16
63,186,2,1,1,1997,18
135,430,3,2,1,2000,22
72,204,1,1,0,2003,25
72,300,3,1,1,1982,16
113,320,3,2,1,2006,18
58,285,1,0,0,2012,24
92,220,2,2,1,2009,6
109,215,2,1,0,2006,6
72,285,2,1,1,1992,9
105,170,3,1,0,1994,6
35,108,1,0,0,2000,21
54,110,1,1,0,2007,17
66,270,3,1,1,1983,6
92,410,2,1,1,2003,11
68,126,1,0,1,2008,18
89,266,3,2,1,2010,11
68,360,2,1,1,1983,16
58,178,1,1,0,1997,20
90,440,3,1,0,2005,16
81,260,2,2,0,1980,16
44,160,1,1,0,1994,18
134,265,2,2,1,2003,13
124,390,3,2,0,2003,6
125,242,3,2,1,2006,6
93,385,2,2,1,2004,23
147,210,3,2,0,2001,6
104,395,2,2,1,2005,11
51,118,1,0,0,2011,19
59,230,2,1,1,1988,5
43,105,1,0,0,2005,11
66,320,2,1,1,1989,18
56,360,2,1,1,1990,6
99,265,2,2,1,2002,21
68,320,3,1,1,1989,6
238,1100,4,2,1,2006,4
160,800,3,2,1,2000,12
78,215,2,1,1,1997,6
41,205,1,1,1,1986,6
179,630,3,2,1,2012,6
33,97,1,1,0,2000,4
127,640,3,2,1,2008,18
90,300,2,1,1,2003,16
56,150,1,1,1,2007,21
117,440,3,2,0,2011,26
102,375,2,1,0,1999,24
105,450,2,2,1,2003,26
54,195,2,1,0,1980,6
68,240,2,1,1,1993,6
65,360,1,1,1,2003,23
69,210,1,1,1,2000,11
133,235,3,1,1,2012,12
75,300,3,1,1,1992,6
43,165,1,0,0,2004,21
135,550,3,2,0,2006,18
136,380,3,2,1,2002,6
62,165,1,1,0,2003,24
53,200,1,0,1,1999,27
350,780,4,1,0,2006,3
58,165,2,1,0,1987,6
104,185,3,1,0,2000,6
99,380,2,1,0,1996,25
68,380,2,1,1,2003,9
55,186,2,1,1,1987,6
61,220,1,1,0,2003,24
58,195,1,1,0,2000,19
109,300,3,2,0,2008,15
90,260,2,1,0,2008,24
41,235,1,1,1,1989,6
88,325,2,2,0,2004,23
57,200,2,1,0,1983,6
96,370,2,2,0,1999,24
162,480,2,1,0,1994,12
84,190,2,1,1,2001,7
88,285,2,1,1,2002,26
90,260,2,1,0,2008,24
106,216,2,2,1,2006,11
58,240,2,1,1,1990,6
89,155,2,2,1,2008,16
59,175,2,1,0,1982,6
66,212,2,1,0,1998,6
157,580,3,1,1,2001,9
51,127,2,1,1,1996,6
46,173,2,1,0,2011,17
101,470,2,1,0,2005,20
151,278,3,2,0,2004,12
70,325,2,1,0,1999,6
57,235,2,1,1,1991,6
100,315,2,1,1,2005,24
134,365,3,2,0,2009,10
87,350,3,1,1,1997,6
132,270,3,2,1,2000,6
100,243,3,1,0,1994,6
43,370,1,1,0,1982,6
74,310,1,1,1,2000,20
64,255,2,1,1,1984,11
99,330,2,1,0,2008,13
181,800,4,2,1,1999,6
107,236,2,2,0,2005,13
48,230,2,0,1,1974,5
64,305,3,1,1,1989,6
212,1280,4,2,1,2001,12
118,285,3,2,0,2000,6
83,465,2,2,1,2000,6
114,180,3,2,0,2005,6
72,205,2,1,1,2000,15
40,145,1,1,0,2010,17
69,320,2,1,1,1987,18
72,270,3,1,0,1994,7
85,192,2,2,1,2003,11
160,800,3,2,1,2000,12
60,285,2,1,1,1981,6
63,240,2,1,1,1986,16
104,250,2,1,0,2000,6
168,265,4,2,0,2005,7
209,1350,3,2,1,2001,22
94,410,2,1,1,2003,24
421,1250,1,1,0,2003,10
195,920,3,2,1,2000,7
44,270,1,1,1,1993,6
112,320,3,1,1,2003,7
84,285,2,1,1,1997,14
97,220,2,1,0,2002,7
47,115,1,1,1,2001,7
63,240,2,1,1,1986,16
72,153,2,1,1,1997,6
97,385,2,1,1,2000,22
51,150,1,1,0,1998,22
47,155,1,1,1,1997,10
134,730,3,2,1,2003,16
72,287,2,1,0,2000,6
155,445,3,2,1,1998,30
65,236,3,2,1,2012,15
94,210,2,2,0,2003,6
38,185,1,0,1,1991,13
60,205,1,0,1,2003,26
57,155,2,1,0,1989,6
54,155,2,1,0,1980,6
68,360,2,1,1,1993,6
67,130,1,1,1,2006,6
80,135,3,1,0,1996,5
82,189,2,1,1,1999,6
37,245,1,1,1,1974,6
101,247,3,2,0,2002,17
120,360,3,2,1,2008,11
131,420,3,2,1,2000,17
56,251,2,1,1,1994,6
57,145,1,1,1,2006,21
101,380,2,2,0,2002,24
66,170,2,1,1,1996,6
71,310,2,1,1,1998,11
126,500,3,2,0,1990,16
73,149,2,1,0,1993,6
101,204,2,1,0,2001,17
89,255,2,1,1,2012,11
102,240,2,1,0,2000,6
104,200,2,1,0,2000,6
63,184,2,1,0,2007,11
40,250,1,1,1,1987,6
61,285,1,1,1,2006,19
44,240,1,1,1,1981,15
92,145,2,1,0,2012,14
142,830,3,2,1,2002,11
112,369,2,1,1,2005,28
43,195,2,1,0,1976,5
56,235,2,1,0,1982,6
68,450,2,1,1,2004,10
161,280,3,2,1,2001,7
130,310,3,2,0,2004,6
162,385,3,2,0,2003,31
135,395,3,2,1,2010,15
183,578,3,2,0,2005,4
101,380,3,1,0,2001,20
42,225,1,1,0,2006,19
70,210,2,1,0,2008,24
96,249,2,2,0,2000,6
100,320,2,1,1,2005,24
123,265,3,1,1,2005,12
66,245,1,1,0,2005,23
144,670,3,2,1,1996,14
69,490,2,1,1,1980,12
58,265,2,1,0,1980,4
70,155,3,1,1,1986,5
136,530,3,2,0,2005,21
68,240,2,1,1,1993,6
61,335,2,1,1,1984,6
122,320,3,2,1,1997,6
76,339,1,1,0,2004,15
95,230,2,1,1,2007,18
87,620,2,2,1,2000,2
109,840,3,2,1,2004,16
58,220,1,1,0,2004,9
195,920,3,2,1,2000,7
94,230,2,1,0,2005,6
78,180,2,1,1,1971,5
110,320,2,1,0,1997,26
69,205,2,1,1,2000,6
58,210,2,1,0,1990,6
50,120,1,1,1,2012,23
60,215,2,2,1,2012,16
67,335,2,1,0,1989,20
77,210,2,1,0,2000,20
61,163,1,1,0,2003,6
67,252,2,1,1,1998,6
68,290,2,1,1,1989,6
115,690,2,1,1,2004,22
70,260,2,1,1,1999,6
48,175,1,1,0,1980,24
77,420,2,1,1,2003,14
73,475,2,1,1,1998,6
203,560,5,2,0,2007,4
74,280,1,1,0,2008,32
41,175,1,1,1,1982,6
60,350,2,1,0,1980,6
118,260,4,2,1,2000,7
66,260,2,1,0,1980,6
132,270,3,2,1,2000,6
126,240,3,2,1,2008,10
66,220,2,1,0,2000,6
71,160,2,1,1,1996,6
54,300,2,1,1,1985,6
165,700,3,2,1,2003,5
97,330,2,2,1,2008,6
58,490,2,1,0,1990,6
135,205,3,1,1,2003,15
93,170,2,1,0,1998,6
72,220,2,1,1,1988,6
96,150,2,1,0,2009,11
102,240,2,1,0,2000,6
71,175,1,1,1,2011,35
14,110,1,0,0,1985,3
66,305,2,1,1,1991,6
104,240,2,2,1,2008,10
70,330,2,1,1,2003,6
122,540,3,2,0,2006,12
109,460,2,2,1,2000,18
64,255,2,1,1,1986,16
66,155,1,1,0,2001,6
44,152,1,1,0,1996,6
186,900,3,2,1,2000,18
83,210,2,2,1,1996,7
108,230,2,1,0,1998,6
120,335,3,2,0,2006,6
78,198,2,1,0,1993,6
130,480,3,2,1,1999,12
156,850,3,2,0,2003,21
56,207,2,1,1,1987,6
85,300,2,1,0,2000,13
